"acec_id","component_id","current_field_office_key","current_field_office_code","current_field_office_name","intersection_area_m2","intersection_area_acres","percent_of_acec_area","acec_context_class","source_context_qa_class","relationship_method","minimum_intersection_area_m2","complete_coverage_percent","boundary_snapshot_date","derivation_date","confidence"
"acec-2f049d343b6beb","blmca-4361352e-8ad0-4e17-8819-a66cbe28099b","barstow_field_office","CAD08000","Barstow Field Office",37212161.279055,9195.325308079,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-c0fa64746ffb35","blmca-33ea03d1-a477-4b15-9750-67ffd176ef32","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",31331993.887922,7742.304301802,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-19355b869d75a5","blmca-006bce6f-aff5-4f0c-a926-e4de1bfd5b8f","barstow_field_office","CAD08000","Barstow Field Office",503046592.398386,124305.520110361,99.99096179,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-19355b869d75a5","blmca-006bce6f-aff5-4f0c-a926-e4de1bfd5b8f","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",13355.261381,3.300156958,0.00265464,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-4e6db7be3808b1","blmca-b200860b-b4ad-40ef-be15-c2a745bb33e2","barstow_field_office","CAD08000","Barstow Field Office",598827344.511913,147973.459398586,91.72279362,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-4e6db7be3808b1","blmca-b200860b-b4ad-40ef-be15-c2a745bb33e2","needles_field_office","CAD09000","Needles Field Office",54039103.284536,13353.353231269,8.27720638,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-ef280204ec7b96","blmca-79903eaf-ce9e-4fb6-949b-ddde809945a4","needles_field_office","CAD09000","Needles Field Office",2589913.47455,639.981557096,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-2f8b0003630f1d","blmca-ac3f4a95-d2c8-4310-8dd9-efc484933064","bakersfield_field_office","CAC06000","Bakersfield Field Office",1628532.436456,402.419128942,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a9da4ed4f3157a","blmca-313b320c-6c4c-437f-a307-eec9ce706511","bakersfield_field_office","CAC06000","Bakersfield Field Office",163015.361534,40.281973097,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-b9e89555f6b9bd","blmca-8ae22b62-d8f3-4bcc-9a89-563ffe86b5a6","bakersfield_field_office","CAC06000","Bakersfield Field Office",6476860.719453,1600.46713879,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-c06f4dd9f79c23","blmca-294f3a94-7777-435b-a5a0-edc0b48a70c3","applegate_field_office","CAN02000","Applegate Field Office",4956965.213959,1224.892780115,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-561918c93985ab","blmca-ded6d452-a8be-4197-bd79-540780472af3","barstow_field_office","CAD08000","Barstow Field Office",215125696.818865,53158.717375815,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-93b33768f0933f","blmca-21d2afa6-309a-48f9-9ba8-fde38b733eed","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",6174760.558848,1525.816563363,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-68fcb84cbd80e5","blmca-004f9633-cc03-4c13-a059-11084e765024","mother_lode_field_office","CAC08000","Mother Lode Field Office",23419332.151733,5787.04300506,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-7ecf54790be880","blmca-8834992e-c026-4bd7-b422-9d8e5ae54a22","barstow_field_office","CAD08000","Barstow Field Office",147078606.248254,36343.915102634,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-f4fe1725df2d38","blmca-4bf8c41e-8c38-4d5f-8053-d738e1fc1d21","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",1787618.841628,441.730235778,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-0f1980c7239423","blmca-6a114bb8-8c39-4500-a529-ad40519d73d8","redding_field_office","CAN06000","Redding Field Office",18155299.846968,4486.272294336,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a13d189a605166","blmca-e2b2c3ef-cceb-4b97-82db-180fb3aedc20","barstow_field_office","CAD08000","Barstow Field Office",39580099.29719,9780.45553534,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-33bf7ea8bb1f42","blmca-e7210ae8-ea7f-425a-92ec-3267b80c08c9","barstow_field_office","CAD08000","Barstow Field Office",7726858.851632,1909.348404076,6.75287999,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-33bf7ea8bb1f42","blmca-e7210ae8-ea7f-425a-92ec-3267b80c08c9","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",106696303.677239,26365.230821301,93.24712001,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-f360b0cdf8ad6b","blmca-ec11ea2b-364d-426d-9147-3882e771ffc5","ridgecrest_field_office","CAD05000","Ridgecrest Field Office",1251075.498942,309.14748841,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-177cabde2d30a6","blmca-0199a4bc-06c5-4ec4-9219-78cbc2da8d2f","needles_field_office","CAD09000","Needles Field Office",23263759.356416,5748.600130127,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a6554e12b6c54d","blmca-c4a21cbc-e616-4202-95d3-2c4777cb7c12","applegate_field_office","CAN02000","Applegate Field Office",7785972.928312,1923.955810544,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-c2ede1fbe96ae9","blmca-cc6ae37d-e995-4567-8868-d80bd592dec7","bakersfield_field_office","CAC06000","Bakersfield Field Office",4149497.898501,1025.363261106,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-00193cda945bde","blmca-b6f5cb49-4dd6-41d2-8452-f579a21b4945","ukiah_field_office","CAC05000","Ukiah Field Office",1028688.408932,254.1944417,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-7869140086b800","blmca-3291e9c6-deca-465a-9de0-99c6b3db641a","barstow_field_office","CAD08000","Barstow Field Office",249777394.188402,61721.3382728,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-2ab872f3c0b997","blmca-22ef2d86-2773-40f6-b898-548be1757679","redding_field_office","CAN06000","Redding Field Office",4549654.709462,1124.244162526,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-d5bb49931e8ca7","blmca-96d04fbc-7edb-4b8d-94cf-338e751283e3","bakersfield_field_office","CAC06000","Bakersfield Field Office",44774603.933943,11064.045585138,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-03567a718268db","blmca-a6128b6a-c90a-4e5a-926c-c5fba76a4286","bishop_field_office","CAC07000","Bishop Field Office",29413049.651913,7268.122854349,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-ba901b38eac683","blmca-64021756-2be6-4da1-9589-012bff705bd5","barstow_field_office","CAD08000","Barstow Field Office",72765915.733478,17980.849365129,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-f37bb01a4504d9","blmca-eca38b15-0f0c-4a25-8a52-951b785e96a8","barstow_field_office","CAD08000","Barstow Field Office",214998484.603547,53127.282552822,22.48342405,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-f37bb01a4504d9","blmca-eca38b15-0f0c-4a25-8a52-951b785e96a8","needles_field_office","CAD09000","Needles Field Office",741254816.003024,183168.054072801,77.51657595,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-3381f3f57cca46","blmca-ec73c69e-eec8-4502-beeb-dce71f0cb038","applegate_field_office","CAN02000","Applegate Field Office",135625.500039,33.513790924,0.09397273,"crosses_field_office_boundaries","source_in_multiple","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-3381f3f57cca46","blmca-ec73c69e-eec8-4502-beeb-dce71f0cb038","eagle_lake_field_office","CAN05000","Eagle Lake Field Office",143681727.325792,35504.528040701,99.55475791,"crosses_field_office_boundaries","source_in_multiple","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-1cf1a1ebf233c7","blmca-89dcaaad-6ef5-4925-94d1-8bf24a92c70c","arcata_field_office","CAN03000","Arcata Field Office",9300832.48084,2298.28575814,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a09cae5f49457b","blmca-595231bb-3e0a-4b70-a73a-c95f798a97f3","ukiah_field_office","CAC05000","Ukiah Field Office",79983059.592389,19764.244451488,100,"wholly_within_one_field_office","exact_single","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-0a081bfa7bfd65","blmca-ad5bb712-0cb9-4c2b-9988-8f6e36a24723","needles_field_office","CAD09000","Needles Field Office",855559698.569652,211413.405682987,99.99316449,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-0a081bfa7bfd65","blmca-ad5bb712-0cb9-4c2b-9988-8f6e36a24723","palm_springs_south_coast_field_office","CAD06000","Palm Springs-South Coast Field Office",58485.85323,14.452169073,0.00683551,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a639e3210a97b6","blmca-33ceeeea-0624-4aed-8641-01b0a3576e12","barstow_field_office","CAD08000","Barstow Field Office",475885305.233999,117593.819884466,99.95772829,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-a639e3210a97b6","blmca-33ceeeea-0624-4aed-8641-01b0a3576e12","needles_field_office","CAD09000","Needles Field Office",201249.938204,49.72994275,0.04227171,"crosses_field_office_boundaries","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
"acec-3c786027a440fe","blmca-21a957ac-bf71-4b02-8777-8545547f950a","barstow_field_office","CAD08000","Barstow Field Office",3639362.095301,899.305958856,100,"wholly_within_one_field_office","district_only_contextualized","positive-area intersection in EPSG:3310",100,99.5,"2025-06-23","2026-08-08","high_for_spatial_context_only"
